2019-06-23 00:53:20,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:53:08,b'RT @ICC: What a way to end it @MdShami11! \xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\n\nNabi c Pandya b Shami\nAlam b Shami\nUr Rahman b Shami\n\nIndia take an absolute thriller by 11\xe2\x80\xa6'
2019-06-23 00:53:03,b'RT @DivaPatang: India won the game but Afghanistan won the hearts. The beautiful culture of #India and #Afghanistan is full of colours. @IC\xe2\x80\xa6'
2019-06-23 00:52:54,"b'RT @ICC: Carlos Braithwaite, remember the name?\n\nWell @TridentSportsX nearly made us remember all over again with an incredible display of\xe2\x80\xa6'"
2019-06-23 00:52:53,b'RT @ICC: What a way to end it @MdShami11! \xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\n\nNabi c Pandya b Shami\nAlam b Shami\nUr Rahman b Shami\n\nIndia take an absolute thriller by 11\xe2\x80\xa6'
2019-06-23 00:52:49,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:52:37,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:52:35,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:52:28,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:52:26,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:52:24,b'@ICC @MdShami11 #INDvAFG \nHats off Afghanistan for fight. Rolls Royce Phantom stopped by Traffic police to check do\xe2\x80\xa6 https://t.co/uLgJTZEyn2'
2019-06-23 00:52:22,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:52:20,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:52:19,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:52:16,b'RT @ICC: Shami hat-trick! India win! \xf0\x9f\x91\x8f \n\nTheir fans let out a sigh of relief \xe2\x80\x93 what a thriller this has been!\n\n#CWC19 | #TeamIndia | #Afgha\xe2\x80\xa6'
2019-06-23 00:52:10,b'RT @ICC: What a way to end it @MdShami11! \xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\n\nNabi c Pandya b Shami\nAlam b Shami\nUr Rahman b Shami\n\nIndia take an absolute thriller by 11\xe2\x80\xa6'
2019-06-23 00:52:07,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:51:48,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:51:42,b'RT @vp_offl: Well played #Afghanistan that was a close win!! Hat trick by shami!! That was one hellava close encounter @BCCI #tharamanasamb\xe2\x80\xa6'
2019-06-23 00:51:34,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:51:16,b'@ICC @cricketworldcup Wellplayed #wi'
2019-06-23 00:51:14,b'@ICC @cricketworldcup West Indies suffering from bad luck in #CWC2019 mostly games they lost by interesting facts'
2019-06-23 00:51:04,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:51:03,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:50:58,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:50:50,"b""RT @ICC: But it was India's pace duo that had the last laugh with @Jaspritbumrah93 adjudged Player of the Match and @MdShami11 taking a hat\xe2\x80\xa6"""
2019-06-23 00:50:45,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
